backbone,dataset,method,axis,source_package,n,seeds,complete_three_seed,all_contract_valid,configuration_homogeneous,manuscript_role,balanced_accuracy_mean,balanced_accuracy_sd,cohen_kappa_mean,cohen_kappa_sd,macro_f1_mean,macro_f1_sd,weighted_f1_mean,weighted_f1_sd,trainable_parameters_mean,selected_epoch_mean,source_artifacts,metric_complement_source,audit_note
LaBraM,PhysioNet-MI,dense,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6093160871697446,0.0147189083987555,0.4790948,0.01957098,0.6103157,0.01536521,0.6102853714177366,0.0153540745173355,5820740.0,18.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s1024_b64_e40_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s3407_b64_e40_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_sweep_lr5e4_s42_b64_e40_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.283258619143694,0.0052134765174634,0.0444444,0.0069396,0.26702436,0.00956175,0.26723916303577,0.0095264401215302,86614.0,24.666666666666668,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,frozen_native_generic,generic,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2698991211932244,0.0013837926360325,0.02664511,0.00185229,0.25776509,0.00085262,0.2579724955496814,0.0008587132994566,27069.0,20.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,frozen_probe,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2693828552268834,0.000533368468907,0.0259033,0.00072232,0.26164998,0.00495882,0.261768035182977,0.00492145360836,804.0,21.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,lora,qkv,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5435281707250879,0.0251012337457009,0.39132022,0.03346812,0.54376819,0.02671428,0.5437051645101826,0.0267208972146947,77604.0,29.33333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,native_channel,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6153335638828356,0.0122843532780626,0.4868758480456951,0.0164762922157768,,,0.6158716113371522,0.0124044781714965,5863645.0,13.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_lowrank_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_lowrank_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_lowrank_locked_lr5e4_s42_b64_e40,registry aggregate,canonical registry group
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6252617228681755,0.0081737730942384,0.50015663,0.01087528,0.62676183,0.00935438,0.6266840998928171,0.0093196839851595,5906550.0,11.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,PhysioNet-MI,native_patch,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6255745237600068,0.0100086142716205,0.500627483672168,0.0134167639043072,,,0.6268976431858022,0.0115096873383001,5863645.0,9.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_patch_lowrank_locked_lr5e4_s1024_b64_e40_retry_geomfix|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_patch_lowrank_locked_lr5e4_s3407_b64_e40_retry_geomfix|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_patch_lowrank_locked_lr5e4_s42_b64_e40_retry_geomfix,registry aggregate,canonical registry group
LaBraM,PhysioNet-MI,upper2,upper,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5155599567013308,0.0201876229258589,0.35395166,0.02694526,0.51453223,0.02095167,0.5144516833319278,0.0209623769641687,966164.0,18.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s1024_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s3407_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s42_b64_e40,manuscript_final_v2 method_summary,canonical registry group
LaBraM,SEED-V,dense,none,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.4067304021134305,0.0048893815967656,0.2585994156315577,0.0082213562508268,,,0.4104588528489061,0.0064495258702725,5820941.0,23.33333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_dense_bls01_matched_s1024_b16_lr3e-4_e40_test|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_dense_bls01_matched_s3407_b16_lr3e-4_e40_test|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_dense_matched_s42_b16_lr3e-4_e40_test_r4,registry aggregate,incomplete or legacy/non-homogeneous group
LaBraM,SEED-V,frozen_native_generic,generic,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2953789738407042,0.000906727988123,0.1156536739452124,0.0011206011973067,,,0.2807447271280004,0.0014816999670611,27270.0,28.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s1024_b16_lr3e-4_e40_test_r3|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s3407_b16_lr3e-4_e40_test_r3|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s42_b16_lr3e-4_e40_test_r3,registry aggregate,canonical registry group
LaBraM,SEED-V,lora,qkv,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2856477961318676,0.0036583789732363,0.10796143,0.00526319,0.27004724,0.00682027,0.2786963026706512,0.0071179308633023,77805.0,31.33333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s1024_b16_lr3e-4_e40_test_r3|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s3407_b16_lr3e-4_e40_test_r3|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s42_b16_lr3e-4_e40_test_r3,manuscript_final_v2 method_summary,canonical registry group
LaBraM,SEED-V,upper2,upper,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3858627514482355,0.004126757070231,0.23444363,0.00542549,0.38609477,0.00528056,0.3937370586699135,0.0052595152287036,966365.0,31.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s1024_b16_lr3e-4_e40_test|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s3407_b16_lr3e-4_e40_test_r3|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s42_b16_lr3e-4_e40_test,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,axis_blind,generic_token_control,registry_aggregate,3,"42,1024,3407",True,True,True,primary_RQ2_candidate,0.4307415889769473,0.0009546153060217,0.52690104,0.00149499,0.43290874,0.00096285,0.7522697471800219,0.0008424657853742,87220.0,5.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,dense,none,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.5865166030701923,0.0120058598131073,0.6125520808678814,0.0146731850095379,,,0.7966837549276519,0.0080973653489801,5821142.0,1.6666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_dense_reg_wd10dp20sm20_s42_b64_e25_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_full_dense_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_full_dense_lr5e-4_s3407_b64_e15_scale100,registry aggregate,incomplete or legacy/non-homogeneous group
LaBraM,TUEV,frozen_native_channel,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.43230774655326,0.0185675204290045,0.4601909596030659,0.0309182296846464,,,0.712795795819605,0.0207385099794417,44111.0,6.666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_lr5e-4_s42_b64_e15_scale100,registry aggregate,canonical registry group
LaBraM,TUEV,frozen_native_channel_patch,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,True,primary_RQ2_candidate,0.3916091186724216,0.0182437233670641,0.46124602,0.04709692,0.36762519,0.02596278,0.713140434176896,0.0258492087319802,87016.0,6.333333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s42_b64_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,frozen_native_generic,generic,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.4366545837589535,0.0125912616533213,0.51517335,0.01352567,0.43242354,0.01190013,0.7457375431003384,0.0067594092110665,27471.0,7.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s42_b64_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,frozen_native_patch,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3987571077402906,0.0182464133281625,0.4906758986241928,0.0090234806504184,,,0.7322332337941673,0.0052837910256194,44111.0,5.333333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_patch_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_patch_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_patch_lr5e-4_s42_b64_e15_scale100,registry aggregate,canonical registry group
LaBraM,TUEV,frozen_probe,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3657863675540372,0.0,0.44681522,0.0,0.34832983,0.0,0.7084236754238097,0.0,1206.0,8.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s42_b64_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,lora,qkv,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5716697482007698,0.0229499723859461,0.58128962,0.01833078,0.54042686,0.00423843,0.7827892641771527,0.0072872225941844,78006.0,6.333333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s42_b64_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
LaBraM,TUEV,native_channel,channel,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.5960765441238928,0.0083481095258008,0.5768809864017418,0.0079940143717577,,,0.7804531256732469,0.0057017729042727,5864047.0,3.6666666666666665,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_zeroout_lr5e-4_s42_b64_e15_scale100,registry aggregate,incomplete or legacy/non-homogeneous group
LaBraM,TUEV,native_channel_patch,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.5836555927861788,0.0222986369732184,0.5309762454480661,0.028879599645435,,,0.7494990884751305,0.0160554532220603,5906952.0,2.333333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_patch_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_patch_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_channel_patch_zeroout_lr5e-4_s42_b64_e15_scale100,registry aggregate,incomplete or legacy/non-homogeneous group
LaBraM,TUEV,native_patch,patch,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.5794860026740587,0.0636854958691725,0.5793864020809747,0.0455089921478644,,,0.7827281332875016,0.0229744306181834,5864047.0,5.666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_patch_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_patch_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_native_patch_zeroout_lr5e-4_s42_b64_e15_scale100,registry aggregate,incomplete or legacy/non-homogeneous group
LaBraM,TUEV,upper2,upper,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5412442093173602,0.0203594108738539,0.56378294,0.04229921,0.5251889,0.01658031,0.7728780961150581,0.0197527077155193,966566.0,2.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s1024_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s3407_b64_e15_scale100|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s42_b64_e15_scale100,manuscript_final_v2 method_summary,canonical registry group
